path,label,sha256,label_id
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4833.png,Lung_Opacity,218486eb4cfe97f288fcca86d9a4a647796200207dfabc6e57c5523a8fc6fe7f,1
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-4558.png,Normal,3418589002377ab28980e90bbd960403254fb25312d90ac634ef19f7e848ae1d,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-6360.png,Normal,0094abab0698a16bae70c6861e117145bf98907ff9e01a21f60432b668f29800,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-3476.png,Normal,12abcf042d4e84164bd492dee35be71bb53d2edb8c9b9d4ee629412a0e5cd02c,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-326.png,Lung_Opacity,6da567cebf729a30c778342e4fad9810a638704e5f6ab5942cba84ab68eb4fc2,1
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2242.png,Lung_Opacity,34a70270e8d89b165cbeec6b196e0d437a7c35df20281a30ac7d3b3c68527ea1,1
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-3661.png,Normal,df17152748f1531bf72ac5a93c51bb44b0a7ac5d5efe35cd8fe84b27a8af864b,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-8971.png,Normal,f152c2d96faefbe3268bc897921035191dbe8e93510e14859436993cea2c293f,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/COVID/images/COVID-2073.png,COVID,491ec27030739ecf56e41278acb1113c26dc1f38ab249e80a6d94342ad57dc31,0
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/COVID/images/COVID-2609.png,COVID,aa254ed1155095edcfeb97fa10ae4effeae01b44fa4210fd423a977467c98d35,0
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4457.png,Lung_Opacity,a7367a835ebc9b2fe5f7591781ecf3c09cc623ac8c53f10c9af2e97205775e07,1
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/COVID/images/COVID-686.png,COVID,eff3eb5c3a283debc46f2b099b887e90eb7a246370ce137f3b72e2f6312ec04c,0
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-5909.png,Normal,d909967a6759e99d3b5abf590b8d1cc770ff177e39b638749966eb230e1fe5b7,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-2836.png,Normal,7378427ae468a0e4bb2b2353a521f39e1807ef601ca5af950fb7bd773b720151,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-6057.png,Normal,f6a7c2dd40d9eb190b4b0d3fef81f93d91f855d67894128bcfc03ffe555775eb,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/COVID/images/COVID-756.png,COVID,f4dad6ee6dc69d1808d5690b7516e9db0e200f7eedca9474ac0914ee7d20346b,0
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-6790.png,Normal,3e68c22d0eb82f2ca772e9ed1996d8236762d96666b84bc250746cfb8a8ea68b,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/COVID/images/COVID-3059.png,COVID,5f68dc3153a75b3b3aad7ad5336172b059f9d06509f8ac87e9dd1d49e422ec7b,0
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5221.png,Lung_Opacity,89adf6621754dec67d9efeed2c30df64275d6ab247b0d5a2586b05d89377268c,1
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-617.png,Lung_Opacity,b9c59993dcda67407319a25c4a33df9602bf33116653bf5e8e511f0adb0fb2b4,1
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/COVID/images/COVID-2916.png,COVID,ff95fc43cfd6ae0998932ff91e2a3e0706994d7f8a5ad9dcfe575fb54f81efd7,0
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1659.png,Lung_Opacity,18fefe45e78b044b63bc83da66cca53da8eb57c21849482293f357402e6d1295,1
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2019.png,Lung_Opacity,81c4ab86c084e76441b426ccfaec18d55de25b3b085fa86af4d63e47a72c178b,1
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2777.png,Lung_Opacity,7af0600ca0ad1b79331167eb4d2c101d83bcc84bfdf02ac989eee7a799e41e7e,1
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-1247.png,Normal,4699f4e852ecb98c274d48c1c99d84e7a8571d73c93684efdc7eb657c558b2bb,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-7557.png,Normal,db7f636666b8cef73249bc47909266444b2d8e1c1b55e5befdd760011c920a86,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-6270.png,Normal,15905253c61415ccfbdfb2bd45b4a101d16d945e8bffa5e7d54a9dacfa01dc40,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Normal/images/Normal-5001.png,Normal,8aeee40742f066166b4146251c1678eaba018df82efacbae075b3bac96cd18c9,2
/root/.cache/kagglehub/datasets/tawsifurrahman/covid19-radiography-database/versions/5/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3630.png,Lung_Opacity,e6c4589fab14d892c73b669183113ea6425a2fb042913db647bb6a1f9e3cc9ed,1
